News,Fake
"['come', 'protest', 'madison', 'almost', 'outsid', 'wisconsin']",0
"['say', 'democrat', 'runoff', 'oppon', 'gradi', 'yarbrough', 'twice', 'previous', 'ran', 'statewid', 'republican']",1
"['say', 'u', 'rep', 'john', 'barrow', 'left', 'taxpay', 'hook', 'studi', 'genet', 'makeup', 'ant']",1
"['presid', 'obama', 'recent', 'plan', 'cut', 'million', 'wast', 'within', 'administr', 'wont', 'actual', 'save', 'money', 'he', 'go', 'spend', 'elsewher']",1
"['estim', 'save', 'debt', 'ceil', 'deal', 'pay', 'half', 'cost', 'extend', 'bush-era', 'tax', 'cut', 'anoth', 'decad']",1
"['florida', 'secretari', 'state', 'kurt', 'brown', 'allow', '1,800', 'illeg', 'voter', 'regist', 'florida']",0
"['budget', 'ted', 'cruz', 'ever', 'vote', 'time', 'senat', 'budget', 'cut', 'defens', 'spend', 'barack', 'obama', 'propos', 'cut']",0
"['rural', 'school', 'enrol', '40', 'percent', 'american', 'children', 'receiv', '22', 'percent', 'feder', 'educ', 'fund']",0
"['base', 'august', '2012', 'nation', 'job', 'number', 'everi', 'person', 'got', 'job', 'nearli', 'four', 'peopl', 'stop', 'look', 'job']",1
"['repeal', '17th', 'amend']",0
"['90', 'percent', 'gain', 'gone', 'top', '1', 'percent']",1
"['aid', 'act', 'repres', 'thompson', 'campaign', 'sent', 'email', 'critic', 'sexual', 'orient', 'u', 'senat', 'candid', 'tammi', 'baldwin']",0
"['immigr', 'report', 'say', 'presid', 'barack', 'obama', 'plan', 'roughli', 'scale', 'presid', 'georg', 'h', 'w', 'bush']",1
"['sinc', '2013', 'alon', 'obama', 'administr', 'allow', '300,000', 'crimin', 'alien', 'return', 'back', 'unit', 'state', 'commun', 'individu', 'encount', 'identifi', 'immigr', 'custom', 'enforc', 'detain', 'process', 'deport', 'wouldnt', 'polit', 'correct']",1
"['shirley', 'sherrod', 'forc', 'resign', 'anybodi', 'fox', 'said', 'word']",1
"['3.5', 'percent', 'increas', 'third', 'quarter', 'gdp', 'came', 'two', 'thing', 'govern', 'spend', 'cash', 'clunker', 'move', 'fourth-quart', 'auto', 'sale', 'third', 'quarter', 'first-tim', 'home', 'buyer', 'thing']",1
"['trillion', 'debt', 'presid', 'that', 'rack', 'much', 'debt', 'almost', 'presid', 'combin']",0
"['twenty-two', 'million', 'job', 'creat', 'clinton', 'two', 'term', '3', 'million', 'bush']",1
"['new', 'york', '9th', 'district', 'larg', 'number', 'peopl', 'went', 'poll', 'tonight', 'didnt', 'support', 'presid', 'begin', 'dont', 'support', 'democrat', 'noth']",0
"['govern', 'shutdown', 'could', 'disrupt', '...', 'veteran', 'benefit']",1
"['famili', 'four', 'make', '000', 'year', 'still', 'get', 'subsidi', 'health', 'insur', 'new', 'feder', 'health', 'care', 'law']",1
"['econom', 'impact', 'studi', 'found', 'everi', 'invest', 'pre-k', 'pennsylvania', 'total', '79', 'gener', 'total', 'spend', 'within', 'state']",1
"['last', 'year', 'discov', 'rhode', 'island', 'public', 'employe', 'rank', '4th', 'averag', 'pay', 'privat', 'sector', 'rank', '23rd']",1
"['say', 'hurd', 'said', 'border-long', 'u', 'mexico', 'wall', 'absolut', 'make', 'sens']",0
"['say', 'state', 'worker', 'across-the-board', 'rais', 'six', 'year']",1
"['colleg', 'use', 'take', 'popcorn', 'popper', '. . .', 'would', 'fri', 'squirrel']",1
"['ronald', 'reagan', 'rais', 'tax', '1982', '1984', '1985', '1986', '1987']",1
"['say', 'sen', 'rand', 'paul', 'r-ki', 'state', 'support', 'right', 'health', 'care', '...', 'mean', 'believ', 'slaveri']",1
"['say', 'berni', 'sander', 'health', 'care', 'plan', 'would', 'empow', 'republicangovernor', 'take', 'away', 'medicaid', 'take', 'away', 'health', 'insur', 'low-incom', 'middle-incom', 'work', 'american']",0
"['2006', 'plan', 'parenthood', 'perform', 'prevent', 'servic', 'cancer', 'screen', 'abort', '2013', 'abort']",0
"['propos', 'amend', 'allow', 'teenag', 'get', 'recommend', 'medic', 'marijuana', 'without', 'consent', 'parent']",1
"['say', 'noth', 'obama', '7', 'billion', 'request', 'address', 'child', 'immigr', 'situat', 'actual', 'secur', 'border']",0
"['pregnant', 'women', 'tri', 'buy', 'health', 'insur', 'bar', 'matern', 'coverag', 'pre-exist', 'condit']",1
"['your', 'earn', '000', 'year', 'commut', 'new', 'york', 'everi', 'day', 'pay', 'port', 'author', 'toll', 'pay', 'state', 'new', 'jersey', 'incom', 'tax']",1
"['chile', '72', 'percent', 'gdp', 'save']",1
"['850,000', 'ohio', 'job', 'tie', 'auto', 'industri']",1
"['mexican', 'govern', 'forc', 'mani', 'bad', 'peopl', 'countri']",0
"['sit', 'sheriff', 'cannot', 'charg', 'except', 'warrant', 'issu', 'superior', 'court', 'judg']",1
"['sinc', '1999', 'virginia', 'lotteri', 'profit', 'use', 'public', 'educ', 'commonwealth', 'kindergarten', '12th', 'grade']",1
"['say', 'hous', 'republican', 'reject', 'straightforward', 'measur', 'would', 'prevent', 'member', 'congress', 'presid', 'paid', 'govern', 'shutdown']",1
"['governor', 'christi', 'also', 'remain', 'governor', 'sinc', 'world', 'war', 'ii', 'among', 'democrat', 'republican', 'fail', 'parti', 'win', 'control', 'least', 'one', 'legisl', 'bodi', 'cours', 'term']",0
"['sixty-perc', 'state', 'retire', '...', 'dont', 'get', 'social', 'secur']",0
"['73', 'donat', 'rais', 'al', 'ice', 'bucket', 'challeng', 'go', 'fundrais', 'overhead', 'execut', 'salari', 'extern', 'donat']",0
"['go', 'strictli', 'number', 'crime', 'across', 'board', 'last', 'year', '10', 'percent', 'decreas', 'seriou', 'crime']",1
"['sunday', 'liquor', 'sale', 'could', 'gener', '4', 'million', '8', 'million', 'year', 'addit', 'sale', 'tax', 'revenu', 'georgia']",1
"['say', '2010-11', 'new', 'hampshir', 'budget', 'end', 'million', 'surplu', 'republican-l', '2012-13', 'budget', 'million', 'deficit']",1
"['say', 'barack', 'obama', 'silent', 'iran', 'student', 'took', 'street', 'tehran', 'peopl', 'protest', 'green', 'revolut', 'occur']",0
"['candid', 'run', 'neg', 'ad', 'american', 'histori', 'barack', 'obama', '2008', 'especi', 'gener']",1
"['inner-c', 'crime', 'reach', 'record', 'level']",0
"['right-to-work', 'state', 'much', 'lower', 'level', 'unemploy', 'union', 'state']",1
"['oklahoma', 'republican', 'gov', 'mari', 'fallin', 'sign', 'new', 'law', 'make', 'pay', 'special', 'fee', 'essenti', 'fine', 'peopl', 'crime', 'use', 'solar', 'power']",0
"['tampa', 'mayor', 'oppon', 'bob', 'buckhorn', 'support', 'forc', 'polic', 'offic', 'keep', 'gun', 'lock', 'trunk', 'cruiser']",0
"['million', 'could', 'lose', 'health', 'care', 'coverag', 'forc', 'govern', 'pool', 'new', 'health', 'care', 'law']",0
"['texa', 'polic', 'depart', 'bought', 'ad', 'tell', 'drug', 'dealer', 'take', 'competit', 'street', 'free']",1
"['month', 'ago', 'fbi', 'arrest', 'three', 'broward', 'counti', 'commission', 'accept', 'million', 'dollar', 'trade', 'illeg', 'favor']",0
"['unemploy', 'rate', 'higher', '8', 'percent', 'two-and-a-half', 'year', 'far', 'obama', 'administr', 'promis', 'stimulu']",0
"['thank', 'part', 'all-of-the-abov', 'strategi', 'american', 'energi', 'unit', 'state', 'gener', 'natur', 'ga', 'anybodi']",1
"['state', 'law', 'say', 'state', 'apprais', 'piec', 'properti', 'pay', 'certain', 'amount', 'apprais']",1
"['ted', 'cruz', 'help', 'run', 'two', 'nation', 'organ', 'lead', 'push', 'give', 'amnesti', 'illeg', 'immigr']",0
"['say', 'chri', 'christi', 'creat', 'new', 'categori', 'could', 'get', 'laid', 'total', 'deni', 'unemploy', 'benefit', 'forev']",1
"['thank', 'reform', 'averag', 'famili', 'extra', 'spend']",1
"['measl', 'one', 'common', 'caus', 'child', 'blind', 'worldwid']",1
"['oil', 'ga', 'price', 'sent', 'state', 'revenu', 'palin', 'sent', 'larg', 'share', 'revenu', 'directli', 'back', 'peopl', 'alaska']",1
"['say', 'republican', 'candid', 'prior', 'debat', 'said', 'lower-incom', 'worker', 'hurt', 'economi']",0
"['say', 'hillari', 'clinton', 'top', '10', 'donor', 'mainli', 'bank', 'corpor', 'media', 'berni', 'sander', 'top', '10', 'donor', 'labor', 'union']",1
"['portland', 'commun', 'colleg', 'serv', 'student', 'state', 'univers', 'combin']",0
"['dont', 'spend', 'money', 'pier', 'money', 'wipe', 'gener', 'fund', 'citi', 'counti', 'send', 'counti', 'never', 'see']",1
"['obamacar', '. . .', 'largest', 'tax', 'increas', 'histori', 'world']",0
"['republican', 'candid', 'governor', 'allan', 'fung', 'donat', 'democrat', 'like', 'congressman', 'david', 'cicillin', 'disgrac', 'hous', 'speaker', 'gordon', 'fox', 'even', 'mr', 'obamacar', 'harri', 'reid']",1
"['say', 'barack', 'obama', 'found', 'isi', 'would', 'say', 'co-found', 'would', 'crook', 'hillari', 'clinton']",0
"['70,000', 'job', 'open', 'list', 'state', 'job', 'websit']",1
"['unit', 'state', 'invad', 'iraq', 'saddam', 'hussein', 'want', 'acquir', 'weapon', 'mass', 'destruct', 'said', 'captur']",1
"['ask', 'bill', 'congress', 'import', 'north', 'countri', 'derrick', 'respond', 'dont', 'know', 'enough']",0
"['except', 'virginia', '49', 'state', 'keep', 'rais', 'ga', 'tax']",0
"['say', '70,000', 'children', 'lost', 'head', 'start', 'slot', 'sequest']",0
"['disast', 'aid', 'offset']",0
"['strickland', 'rais', 'tax', 'last', 'year', 'tune', 'million']",1
"['sarah', 'palin', 'experi', 'barack', 'obama']",0
"['golf', 'cours', 'close', 'somewher', 'america', 'everi', '48', 'hour']",1
"['rent', 'u-haul', 'move', 'compani', 'cost', 'twice', 'much', 'go', 'san', 'francisco', 'austin', 'way', 'around', 'cant', 'find', 'enough', 'truck', 'flee', 'golden', 'state']",1
"['congression', 'budget', 'offic', 'alreadi', 'doubl', 'estim', 'cost', 'obamacar', 'far', 'roughli', 'billion', '7', 'trillion']",0
"['oregon', 'three', 'largest', 'employ', '13', 'top', '25', 'health', 'care', 'provid']",0
"['get', '30', 'percent', 'oil', 'gulf', 'mexico']",0
"['depart', 'energi', 'billion', 'ton', 'studi', 'shown', 'wind', 'solar', 'energi', 'combin', 'could', 'best', 'provid', '5', 'percent', 'total', 'energi', 'need']",0
"['say', 'u', 'constitut', 'provid', 'compens', 'land', 'taken', 'emin', 'domain']",1
"['say', 'mitt', 'romney', 'campaign', 'alreadi', 'spent', 'neg', 'ad', 'john', 'mccain', 'entir', 'presidenti', 'run']",0
"['near', '10th', 'anniversari', '9/11', 'terrorist', 'attack', 'forget', 'hijack', 'use', 'new', 'jersey', 'driver', 'licens', 'board', 'aircraft']",0
"['everi', '000', 'invest', 'busi', 'incub', 'nearli', '70', 'local', 'job', 'gener']",1
"['although', 'governor', 'doubl', 'beach', 'fee', '. . .', 'money', 'found', 'go', 'out-of-st', 'compani', 'state', 'isnt', 'even', 'get', 'money']",0
"['three', 'presid', 'last', 'centuri', 'hard', 'kennedi', 'reagan', 'cut', 'tax', 'recess', 'produc', 'rapid', 'dramat', 'econom', 'recoveri', 'two', 'herbert', 'hoover', 'barack', 'obama', 'opposit']",0
"['congression', 'budget', 'offic', 'analysi', 'health', 'insur', 'reform', 'legisl', 'say', 'bill', 'cut', 'deficit', '2', 'trillion', 'second', '10', 'year']",1
"['say', 'john', 'barrow', 'vote', 'obama', '85', 'percent', 'time']",0
"['studi', 'show', 'peopl', 'welfar', 'higher', 'user', 'drug', 'peopl', 'welfar']",1
"['incom', 'top', '1', 'percent', 'nearli', 'quadrupl', '1979', '2007', 'typic', 'famili', 'incom', 'bare', 'budg']",1
"['john', 'mccain', 'vote', 'georg', 'bush', '90', 'percent', 'time']",1
"['say', 'berni', 'sander', 'similar', 'view', 'trade']",1
"['rob', 'portman', 'watch', 'bush', 'trade', 'czar', 'deficit', 'china', 'explod', 'bush', 'budget', 'chief', 'portman', 'oversaw', 'spend', 'spree', 'doubl', 'deficit']",1
"['sen', 'mark', 'warner', 'tim', 'kain', 'vote', 'let', 'u', 'n', 'take', 'gun']",0
"['six', 'year', 'georgia', 'drop', 'first', 'nation', 'business-friendli', 'legal', 'climat', '24th']",0
"['6.4', 'million', 'american', 'live', 'poverti', 'presid', 'obama']",1
"['hillari', 'clinton', 'will', 'worker', 'wage', 'garnishe', 'refus', 'buy', 'health', 'insur']",1
"['less', 'crime', 'rio', 'grand', 'valley', 'major', 'texa', 'citi']",1
"['say', 'last', 'four', 'year', 'weve', 'cut', 'million', 'ongo', 'revenu']",0
"['financi', 'conflict-of-interest', 'law', 'dont', 'appli', 'presid', 'right', 'presid', 'doesnt', 'blind', 'trust']",1
"['say', 'nearli', '1', 'million', 'peopl', 'come', 'town', 'next', '20', 'year']",0
"['hous', 'health', 'care', 'bill', 'pay', 'six', 'year', 'program', 'decad', 'revenu', 'heaviest', 'cost', 'concentr', 'second', 'five', 'year']",1
"['outrag', 'presid', 'bush', 'nation', 'institut', 'health', 'basic', 'decreas', 'fund']",0
"['kathryn', 'starkey', 'join', 'forc', 'liber', 'democrat', 'histor', 'sale', 'tax', 'hike']",0
"['price', 'go', 'unemploy', 'continu', 'go']",1
"['say', 'texa', 'nation', 'uninsur', 'resid']",0
"['49th', 'nation', 'graduat', 'rate']",1
"['welcom', 'houston', 'divers', 'citi', 'america']",1
"['white', 'hous', 'three', 'staff', 'calligraph', 'make', '000', '000', 'one', 'nation', 'secur', 'director', 'make', '000']",0
"['say', 'maggi', 'hassan', 'femal', 'governor', 'countri']",0
"['thoma', 'pain', 'wrote', 'duti', 'patriot', 'protect', 'countri', 'govern']",0
"['weve', 'dedic', 'money', 'washington', 'counti', 'transport', 'budget', 'bike', 'ped', 'project', 'watch', 'time', 'histori', 'washington', 'counti']",1
"['radiat', 'come', 'new', 'tsa', 'bodi', 'scanner', 'equival', 'three', 'minut', 'worth', 'air', 'travel', 'anybodi', 'say', '30,000', 'feet']",1
"['fox', 'news', 'presidenti', 'debat', 'rule', 'place', '1992', 'elect', 'bill', 'clinton', 'wouldnt', 'beenon', 'stage']",0
"['u', 'senat', 'candid', 'todd', 'akin', 'partli', 'right', 'woman', 'bodi', 'way', 'shut', 'pregnanc', 'doesnt', 'occur', 'she', 'rape']",0
"['american', 'academi', 'pediatr', 'support', 'ban', 'gun']",1
"['barbara', 'boxer', 'vote', 'cut', 'spend', 'medicar', 'benefit', 'billion', 'cut', 'costli', 'hospit', 'nurs', 'home', 'could', 'stop', 'take', 'medicar', 'altogeth']",0
"['global', 'warm', 'hoax']",0
"['say', 'brought', 'chi', 'manufactur', 'busi', 'china', 'back', 'texa']",0
"['year', 'blackston', 'valley', 'mayor', 'academi', 'becam', 'first', 'public', 'school', 'rhode', 'island', 'histori', '100', 'percent', 'elementary-ag', 'student', 'profici', 'read', 'state', 'assess']",1
"['cap-and-trad', 'bill', 'mean', '2', 'million', 'job', 'lost']",0
"['new', 'health', 'care', 'law', 'crush', 'small', 'busi', 'billion', 'penalti']",0
"['fact', 'although', 'presid', 'oppos', 'abort', 'last', 'eight', 'year', 'abort', 'gone', 'abort', 'barack-obama', 'presid', 'illinoi', 'democrat', '70', '71', '160', '163', '9', 'tv', 'interview', 'megachurch', 'pastor', 'rick', 'warren', 'lake', 'forest', 'calif', '2724.json', 'true', 'job', 'lost', 'lost', 'econom', 'polici', 'put', 'place', 'effect', 'economi', 'job-accomplish', 'job', 'stimulu', 'barack-obama', 'presid', 'illinoi', 'democrat', '70', '71', '160', '163', '9', 'interview', 'daili', 'show', 'jon', 'stewart']",0
"['europ', 'u', 'household', 'wast', '15', 'time', 'food', 'person', 'africa']",1
"['say', 'fail', 'clotur', 'vote', 'nomin', 'chuck', 'hagel', 'defens', 'secretari', 'filibust']",0
"['say', 'everi', 'school', 'neg', 'impact', 'educ', 'stabil', 'fund', 'tap']",1
"['virginia', 'rank', '35th', 'job', 'creation', '2009', 'gov', 'tim', 'kain', 'move', 'third', '2010', 'mcdonnel', 'offic']",1
"['first', 'member', 'congress', 'call', 'barack', 'obama', 'socialist', '...']",0
"['part', 'increas', 'cost', 'higher', 'educ', 'state', 'support', 'drop', 'spend', 'governor', 'walker', 'correct', 'higher', 'educ']",1
"['send', 'billion', 'dollar', 'foreign', 'countri', 'everi', 'day', 'addict', 'foreign', 'oil']",1
"['sinc', 'came', 'offic', 'increas', 'va', 'budget', '85', 'percent']",1
"['sotomayor', 'think', 'one', 'sex', 'race', 'ethnic', 'ought', 'affect', 'decis', 'one', 'render', 'bench']",1
"['south', 'korea', 'doesnt', 'pay', 'unit', 'state', 'u', 'troop', 'protect', 'countri']",0
"['illinoi', 'senat', 'barack', 'obama', 'pass', 'tax', 'cut', 'hard-work', 'famili']",1
"['everi', 'one', 'mass', 'shoot', 'except', 'two', 'america', 'sinc', '1950', 'gun-fre', 'zone']",1
"['say', 'u', 'give', 'seven', 'alaskan', 'island', 'russia']",0
"['say', 'rick', 'scott', 'rais', 'properti', 'tax']",0
"['mitt', 'romney', 'said', 'let', 'foreclosur', 'hit', 'bottom']",1
"['say', 'militari', 'account', '10', 'percent', 'florida', 'economi']",1
"['there', 'section', 'constitut', 'call', 'emolu', 'claus', 'say', 'one', 'spous', 'take', 'money', 'foreign', 'hillari', 'clinton', 'guilti', '70', '100', 'count', 'one', 'charg']",0
"['woman', 'name', 'wisconsin', '2010', 'outstand', 'teacher', 'year', 'laid', 'milwauke', 'public', 'school', 'year', 'senior', 'tenur', 'rule', 'elimin', 'act', '10', 'chang']",1
"['medicaid', 'expans', 'could', 'cost', 'commonwealth', 'virginia', 'billion', 'year', '...']",0
"['islam', 'state', 'small', 'couldnt', 'fill', 'doubleaballpark', 'charleston', 'w', 'va']",0
"['evid', 'poor', 'peopl', 'abus', 'drug', 'frequent', 'socio-econom', 'group']",0
"['wisconsin', '1', 'midwest', 'person', 'incom', 'growth', 'year']",1
"['democrat', 'health', 'care', 'bill', 'would', 'provid', 'free', 'health', 'care', 'illeg', 'immigr']",0
"['appli', 'job', 'chanc', '1', '7', 'go', 'deni', 'job', 'unfairli', 'everybodi', 'forc', 'use', 'e-verifi']",0
"['politician', 'want', 'put', 'new', 'tax', 'lot', 'groceri']",1
"['say', 'never', 'receiv', 'sent', 'materi', 'mark', 'classifi', 'privat', 'email', 'server', 'whilesecretari', 'state']",0
"['unit', 'state', 'everi', 'major', 'battl', 'vietnam', 'war', 'everi', 'singl', 'one']",1
"['grow', 'kid', 'citi', 'milwauke', 'averag', '4', 'homicid', 'year', 'entir', 'citi', 'record', 'number']",0
"['say', 'ga', 'cost', '50', 'gallon']",0
"['oppon', 'day', 'one', 'campaign', 'attack', 'medicar', 'medicar', 'advantag', 'claim', 'found', 'fals']",1
"['al', 'franken', 'said', 'almost', 'exactli', 'trump', 'said', 'john', 'mccain', 'militari', 'record']",1
"['veteran', 'unemploy', 'actual', 'lower', 'gener', 'popul', 'higher', 'came', 'offic']",1
"['recent', 'year', 'rep', 'latourett', 'sponsor', 'legisl', 'would', 'increas', 'spend', '551.6', 'percent']",0
"['citi', 'atlanta', 'employe', 'rais', 'eight', 'year']",0
"['republican', 'approv', '12', 'time', 'larger', 'tax', 'break', 'peopl', 'make', '350', 'grand', 'averag', 'middle-class', 'person']",1
"['99', 'nj', 'voter', 'support', 'hunt']",0
"['forti', 'aid', 'serv', 'presid', 'barack', 'obama', 'owe', '485', 'back', 'tax']",1
"['say', 'u', 'senat', 'candid', 'tommi', 'thompson', 'admit', 'washington', 'c', 'chang', 'insid', 'sell', 'influenc', 'make', 'million', 'power', 'special', 'interest']",0
"['factori', 'open', 'door', 'fastest', 'pace', 'almost', 'two', 'decad']",1
"['new', 'york', 'citi', 'murder']",0
"['obama', 'ask', 'million', 'earmark', 'liter', 'million', 'everi', 'day', 'he', 'congress']",1
"['say', 'ronald', 'reagan', 'repeatedli', 'talk', 'irrespons', 'would', 'allow', 'full', 'faith', 'credit', 'unit', 'state', 'impair', 'kind', 'way']",1
"['cut', 'record', 'billion', 'state', 'budget']",1
"['isi', 'come', 'u', 'mexico', 'border']",0
"['everi', 'singl', 'scientist', 'tell', 'global', 'warm', 'happen', 'fault', '...', 'stack', 'anoth', 'group', 'report', 'say', 'opposit']",0
"['say', '94', 'percent', 'wisconsin', 'employ', 'think', 'state', 'head', 'right', 'direct', 'major', 'say', 'grow', 'compani', '2012']",1
